Home ID,Appliance Type,Energy Consumption (kWh),Outdoor Temperature (°C),Season,Household Size
160,Heater,2.87,9.6,Fall,4
124,Air Conditioning,2.48,0.1,Winter,5
335,Dishwasher,1.75,4.8,Fall,2
61,TV,1.49,-0.8,Spring,4
191,Microwave,0.58,-1.8,Spring,4
92,Computer,0.9,-5.2,Fall,2
3,Dishwasher,1.69,-9.7,Winter,4
162,Fridge,0.36,36.8,Spring,2
205,TV,0.56,2.9,Spring,5
197,Dishwasher,0.6,17.4,Fall,5
453,Lights,0.32,-0.9,Spring,2
219,TV,1.13,11.0,Winter,3
169,Lights,1.03,36.0,Summer,4
482,Heater,3.7,12.8,Spring,1
137,Computer,0.37,20.1,Summer,4
87,Oven,0.71,-1.6,Fall,3
222,Oven,1.46,7.2,Spring,5
401,Microwave,1.64,23.5,Spring,4
64,Computer,1.01,0.2,Fall,1
486,Washing Machine,0.4,-8.0,Summer,3
461,Dishwasher,0.55,37.7,Summer,3
176,TV,0.63,2.7,Fall,2
412,Computer,0.79,-2.3,Winter,1
234,Washing Machine,1.61,9.2,Fall,1
383,Air Conditioning,2.36,4.5,Fall,4
176,Air Conditioning,3.65,35.1,Winter,5
475,Lights,0.39,19.7,Fall,5
51,Fridge,0.3,23.7,Summer,2
266,TV,1.0,-1.7,Winter,4
336,Air Conditioning,3.65,11.6,Spring,3
134,Washing Machine,1.16,8.0,Spring,4
264,Air Conditioning,3.95,25.2,Winter,3
143,Fridge,0.15,18.2,Spring,3
33,Lights,1.1,13.5,Fall,3
430,Fridge,0.24,12.6,Spring,3
496,Oven,0.21,36.8,Spring,5
473,Oven,1.24,37.3,Summer,3
284,Lights,1.08,10.8,Winter,3
162,Washing Machine,1.29,26.8,Spring,3
270,Dishwasher,1.67,7.9,Spring,5
412,Air Conditioning,2.4,2.0,Spring,4
293,Microwave,1.72,-7.9,Winter,3
53,Dishwasher,1.59,20.6,Spring,4
139,Washing Machine,0.4,29.2,Spring,2
307,TV,0.65,21.1,Summer,5
280,Lights,0.8,38.1,Spring,5
214,Microwave,1.33,3.0,Summer,4
307,Air Conditioning,4.36,-6.0,Winter,5
393,Microwave,1.24,30.8,Summer,4
294,Oven,1.8,-1.5,Spring,3
242,Heater,2.01,18.2,Winter,4
113,Oven,0.27,15.6,Fall,4
80,Microwave,1.25,4.6,Winter,3
339,Dishwasher,1.08,39.6,Winter,3
443,Dishwasher,1.28,11.7,Spring,3
401,Heater,3.81,12.8,Winter,3
412,Microwave,0.82,14.6,Spring,1
282,Microwave,0.33,-3.4,Spring,3
320,Dishwasher,1.7,4.3,Fall,1
247,Oven,1.29,-9.5,Winter,1
319,TV,1.82,-1.3,Summer,5
345,Lights,0.71,16.9,Spring,1
494,Washing Machine,1.98,16.4,Spring,2
391,Computer,1.91,17.8,Winter,3
425,Dishwasher,1.12,22.0,Spring,2
253,Air Conditioning,2.71,12.2,Spring,1
183,Fridge,0.13,-0.2,Fall,2
6,Fridge,0.3,17.4,Spring,2
32,Dishwasher,1.55,3.9,Fall,1
40,Washing Machine,0.9,-2.1,Fall,3
389,Computer,0.67,20.7,Fall,1
228,Heater,3.65,34.6,Summer,3
100,Lights,0.5,20.7,Winter,1
48,Heater,3.11,5.1,Spring,2
168,Washing Machine,1.78,34.1,Winter,4
50,Lights,0.38,13.6,Spring,2
134,Air Conditioning,4.68,-9.3,Winter,4
12,Air Conditioning,2.96,17.7,Summer,5
127,Heater,4.54,32.7,Spring,1
485,Heater,3.57,14.5,Summer,1
426,Fridge,0.36,33.6,Fall,4
208,Dishwasher,1.34,5.5,Summer,2
15,Washing Machine,1.93,-6.0,Summer,3
311,TV,0.88,-6.2,Summer,3
251,Oven,0.24,-2.1,Winter,3
179,Air Conditioning,2.29,17.2,Fall,5
7,TV,0.33,32.1,Winter,1
179,TV,0.95,36.9,Winter,2
78,Air Conditioning,4.55,-9.0,Summer,3
208,Lights,0.57,-9.4,Fall,2
58,Fridge,0.31,7.0,Winter,3
357,Microwave,1.37,17.0,Spring,3
464,TV,1.12,30.5,Fall,4
239,Air Conditioning,4.5,14.9,Winter,5
440,Fridge,0.46,-0.1,Summer,3
176,TV,1.33,18.8,Spring,5
245,Washing Machine,0.63,39.6,Winter,5
109,Heater,3.23,2.2,Winter,4
83,TV,1.86,3.5,Spring,2
100,Microwave,0.48,12.4,Winter,2
248,Fridge,0.47,18.7,Summer,3
5,Oven,1.9,-1.0,Fall,1
67,Computer,1.31,24.7,Spring,5
237,Air Conditioning,4.99,26.5,Fall,4
468,TV,1.58,30.4,Winter,5
441,Air Conditioning,2.57,2.3,Summer,3
207,Heater,2.6,1.8,Winter,1
78,Microwave,1.7,8.2,Spring,2
49,Lights,1.34,33.4,Summer,4
315,Fridge,0.44,8.0,Spring,1
379,TV,0.57,27.8,Summer,5
136,Microwave,0.85,-0.8,Summer,5
314,Lights,1.69,5.2,Summer,4
55,Computer,0.31,5.9,Spring,5
415,Oven,1.4,16.2,Fall,5
482,Washing Machine,1.05,0.8,Fall,5
156,TV,0.46,20.2,Fall,5
95,Washing Machine,1.59,2.8,Fall,4
32,Microwave,1.36,-4.0,Winter,5
410,Microwave,0.28,26.7,Summer,2
86,Microwave,0.76,-3.7,Fall,4
160,Air Conditioning,4.12,9.2,Fall,5
442,Air Conditioning,3.17,4.4,Winter,1
159,TV,0.21,-6.6,Summer,2
7,Dishwasher,0.49,4.2,Summer,1
370,Oven,0.37,32.6,Fall,4
221,Air Conditioning,2.35,39.9,Summer,5
136,Oven,0.65,18.4,Winter,4
284,Washing Machine,1.71,4.0,Summer,3
77,Oven,0.99,8.2,Spring,2
356,TV,1.83,17.1,Winter,4
199,Microwave,1.89,3.4,Spring,1
71,Lights,0.47,23.0,Summer,3
151,Heater,3.86,10.0,Summer,5
34,Computer,1.51,17.8,Spring,4
491,Dishwasher,1.2,16.2,Spring,4
81,Washing Machine,1.61,12.7,Summer,3
196,Oven,0.59,-4.7,Winter,4
256,Washing Machine,1.08,-7.4,Fall,1
473,Lights,0.76,25.2,Winter,2
196,Microwave,0.91,-9.2,Summer,4
452,Oven,1.97,4.3,Spring,3
375,Washing Machine,0.29,34.0,Winter,5
332,Heater,4.09,38.2,Winter,1
267,Oven,0.97,4.9,Summer,5
325,Washing Machine,1.46,19.8,Spring,1
105,Heater,4.33,-2.4,Summer,4
179,Heater,4.92,36.3,Summer,5
375,Oven,1.99,26.8,Spring,1
29,Air Conditioning,4.52,17.8,Winter,5
129,TV,0.59,-5.2,Fall,4
152,Microwave,0.41,-7.1,Spring,3
406,Lights,1.77,35.8,Summer,1
6,Washing Machine,0.24,22.0,Fall,2
341,Air Conditioning,2.35,25.6,Spring,4
431,Microwave,0.21,-1.7,Summer,5
271,Heater,2.14,3.2,Winter,4
330,Microwave,1.69,8.2,Spring,3
195,Air Conditioning,4.22,35.1,Summer,5
34,TV,0.68,3.6,Winter,3
107,Fridge,0.13,30.3,Spring,5
109,Lights,0.41,-6.5,Summer,4
238,Washing Machine,1.24,-7.9,Spring,1
21,Fridge,0.14,7.9,Spring,2
15,Fridge,0.3,22.8,Fall,3
419,Heater,3.12,14.8,Spring,1
469,Dishwasher,1.07,10.9,Spring,3
288,Fridge,0.22,13.0,Fall,2
325,TV,0.24,-9.1,Winter,2
97,Lights,0.72,16.0,Spring,2
281,Dishwasher,0.32,3.2,Fall,4
80,TV,0.41,-5.6,Spring,2
23,TV,1.19,19.9,Summer,5
16,Air Conditioning,4.41,17.0,Spring,3
339,Heater,2.1,3.2,Summer,4
366,Oven,1.2,7.5,Summer,1
84,Microwave,1.24,-6.6,Winter,5
176,Oven,1.3,-5.3,Spring,1
74,Dishwasher,0.31,31.8,Spring,4
400,Microwave,0.41,12.5,Winter,4
202,Dishwasher,1.1,15.7,Summer,1
33,Fridge,0.38,6.9,Summer,5
371,Air Conditioning,4.77,7.1,Fall,4
242,Heater,3.73,29.2,Spring,3
119,TV,0.61,26.6,Winter,1
99,Fridge,0.37,19.1,Fall,5
219,Dishwasher,0.79,-0.2,Spring,5
380,Fridge,0.13,26.8,Fall,3
424,Fridge,0.24,-4.5,Summer,5
66,Heater,2.51,17.2,Spring,2
479,Computer,1.64,-5.0,Spring,3
345,Air Conditioning,3.43,22.5,Fall,3
494,TV,0.65,25.5,Summer,3
212,Lights,1.65,6.2,Spring,1
441,Air Conditioning,3.04,-2.6,Fall,2
185,Fridge,0.14,17.5,Summer,2
213,Air Conditioning,3.99,4.9,Winter,4
224,Microwave,0.55,-8.8,Summer,3
483,Oven,0.22,10.6,Winter,2
271,Lights,1.89,27.0,Winter,2
268,Oven,1.05,-3.6,Summer,2
392,Oven,1.82,24.8,Winter,5
499,Computer,0.92,19.6,Fall,2
194,Microwave,1.6,-9.2,Spring,5
145,Heater,3.39,14.5,Summer,2
317,TV,0.24,11.2,Fall,1
401,Dishwasher,0.98,-8.0,Winter,1
330,Microwave,1.64,39.5,Spring,1
183,Microwave,0.31,-4.4,Spring,3
324,Fridge,0.28,-0.8,Fall,2
103,Fridge,0.24,-7.1,Summer,5
6,Oven,0.69,11.1,Winter,1
182,Computer,1.22,6.4,Winter,1
443,TV,0.79,-9.5,Winter,5
292,TV,0.54,-3.9,Summer,4
173,Dishwasher,0.54,15.5,Spring,2
146,Heater,4.11,11.9,Fall,3
285,Microwave,0.38,9.1,Summer,4
265,Dishwasher,0.63,13.3,Spring,4
48,Microwave,1.75,25.3,Winter,4
151,Computer,0.82,37.3,Spring,4
46,Microwave,0.2,33.9,Summer,1
28,TV,1.7,-3.3,Winter,1
5,Heater,3.07,30.2,Spring,3
412,Heater,3.95,25.1,Winter,5
121,Microwave,0.6,39.7,Summer,3
19,Oven,1.23,8.2,Spring,3
431,Fridge,0.34,34.7,Winter,5
42,Computer,0.49,32.0,Winter,1
443,Air Conditioning,3.95,-8.0,Fall,2
493,Fridge,0.38,19.3,Fall,3
116,TV,1.33,24.2,Summer,1
473,Fridge,0.17,6.9,Winter,1
96,TV,0.66,36.6,Summer,1
375,Oven,0.24,8.0,Winter,3
409,Microwave,0.54,1.4,Spring,1
95,Microwave,1.85,20.5,Summer,2
482,Lights,0.7,10.5,Spring,4
292,TV,1.78,9.8,Fall,4
226,Computer,0.86,28.1,Summer,5
425,Dishwasher,0.99,-3.3,Winter,3
346,TV,1.15,-0.5,Summer,4
31,Fridge,0.21,14.3,Winter,2
408,Washing Machine,0.34,-3.8,Spring,4
171,Lights,0.5,10.5,Summer,1
266,Oven,1.1,36.4,Winter,5
437,Dishwasher,1.4,30.4,Fall,3
179,Fridge,0.29,16.3,Summer,1
353,Heater,2.45,14.4,Winter,3
204,Dishwasher,1.56,37.5,Winter,1
224,Fridge,0.48,23.2,Spring,5
71,Lights,1.1,37.2,Spring,1
495,Microwave,1.24,21.6,Spring,3
472,Fridge,0.45,10.0,Spring,5
132,Dishwasher,0.57,31.3,Fall,4
498,Washing Machine,1.47,31.4,Summer,1
337,Lights,1.36,31.6,Spring,4
16,Oven,0.84,21.7,Winter,5
453,Heater,2.3,2.9,Spring,2
233,TV,0.56,38.8,Fall,5
410,Oven,0.27,1.6,Summer,5
27,Microwave,1.28,26.5,Spring,1
476,Heater,4.37,-5.7,Summer,4
42,Fridge,0.25,10.0,Fall,4
210,Lights,1.83,2.7,Winter,3
388,Lights,0.92,2.2,Winter,3
488,Washing Machine,1.88,6.8,Summer,2
460,Computer,0.25,30.5,Winter,4
176,TV,1.05,8.4,Winter,2
333,Lights,1.15,-9.9,Winter,1
94,Air Conditioning,2.84,1.5,Summer,3
83,Washing Machine,1.33,23.8,Spring,4
400,Computer,1.39,7.1,Winter,4
199,Lights,0.35,-6.9,Spring,2
14,Oven,0.24,-9.0,Winter,4
241,Air Conditioning,3.23,21.5,Winter,3
38,Oven,0.75,-0.9,Fall,2
379,Air Conditioning,3.06,-8.7,Summer,2
466,Fridge,0.21,12.6,Winter,2
246,Dishwasher,0.52,5.7,Winter,4
241,Lights,1.24,38.9,Spring,1
344,TV,1.46,33.9,Spring,4
408,Dishwasher,0.3,29.8,Winter,2
287,Computer,0.73,-3.2,Summer,2
63,Oven,1.84,6.1,Winter,1
134,Heater,2.79,22.6,Summer,5
209,Fridge,0.45,22.3,Winter,1
56,Oven,0.33,5.9,Summer,5
357,TV,1.19,8.5,Fall,2
272,Computer,0.57,25.7,Winter,1
278,Computer,1.06,35.7,Summer,5
420,TV,0.32,12.4,Winter,2
236,Air Conditioning,2.67,5.3,Fall,3
343,Fridge,0.41,-3.9,Spring,2
476,Washing Machine,0.33,23.1,Winter,3
237,Oven,1.75,20.0,Fall,5
299,Fridge,0.49,16.9,Summer,1
95,Oven,1.13,10.4,Winter,1
364,Fridge,0.21,30.6,Winter,2
84,Computer,1.3,-3.1,Winter,4
487,Washing Machine,0.46,30.7,Spring,3
442,Computer,1.43,13.2,Fall,1
1,TV,0.83,31.3,Spring,1
429,Oven,1.65,-2.8,Summer,3
367,Dishwasher,0.46,32.7,Winter,4
60,Dishwasher,1.48,-0.7,Winter,2
54,Heater,3.7,13.5,Spring,2
366,Washing Machine,1.26,18.6,Fall,5
324,Computer,1.1,5.8,Fall,5
149,Computer,0.5,9.7,Winter,3
292,Oven,0.58,10.9,Summer,3
495,Fridge,0.28,17.5,Summer,1
213,Dishwasher,0.87,-5.0,Spring,2
277,Oven,1.32,11.3,Winter,3
73,Dishwasher,0.88,-6.4,Spring,2
315,Washing Machine,1.22,36.0,Spring,3
461,Air Conditioning,4.81,38.5,Fall,4
380,Oven,0.46,34.4,Winter,5
407,TV,1.73,33.9,Summer,2
306,Microwave,0.83,33.6,Fall,1
262,Lights,0.69,6.3,Spring,3
351,TV,0.8,29.9,Summer,4
31,Lights,1.7,25.6,Fall,3
130,Microwave,0.31,4.2,Spring,2
257,Computer,1.35,12.3,Spring,3
246,Air Conditioning,3.13,-0.2,Summer,1
164,Oven,0.72,-3.9,Fall,5
233,Lights,1.81,16.1,Spring,4
132,TV,0.88,8.3,Summer,2
342,Oven,0.52,10.1,Spring,3
5,Fridge,0.42,-0.3,Summer,3
361,Dishwasher,0.68,17.4,Fall,3
100,Dishwasher,1.42,26.3,Spring,2
415,Dishwasher,1.17,6.5,Summer,3
225,TV,0.92,24.8,Summer,1
347,TV,1.32,-0.4,Summer,5
122,Washing Machine,1.81,15.0,Fall,4
288,Dishwasher,0.53,24.1,Fall,5
493,Air Conditioning,4.8,13.5,Fall,4
376,Lights,1.27,5.0,Spring,3
259,Lights,1.01,9.1,Winter,1
222,Heater,4.94,10.7,Fall,1
201,Washing Machine,1.59,8.9,Fall,5
351,Dishwasher,1.31,1.8,Winter,5
142,Lights,1.99,37.8,Winter,4
269,Microwave,0.92,16.7,Fall,4
24,TV,1.6,28.5,Summer,1
241,Computer,1.82,21.7,Spring,5
318,Lights,1.73,-7.0,Winter,1
107,Heater,2.34,39.8,Spring,4
440,Oven,1.5,1.2,Winter,2
21,Washing Machine,1.17,0.8,Spring,2
17,Heater,3.44,30.0,Spring,1
320,Microwave,0.32,-4.2,Fall,2
97,Air Conditioning,3.45,-7.2,Winter,1
232,Lights,1.07,23.7,Fall,2
202,Microwave,1.11,-4.8,Fall,4
454,Air Conditioning,2.06,10.2,Spring,4
342,Computer,0.42,36.7,Summer,2
83,Lights,1.0,24.4,Fall,5
302,Dishwasher,1.33,13.1,Fall,3
74,TV,0.82,-3.4,Fall,2
62,Computer,0.81,11.5,Fall,3
260,Lights,0.38,28.5,Fall,3
442,Air Conditioning,4.37,13.7,Summer,1
273,Heater,3.11,1.7,Summer,5
149,Heater,3.79,2.2,Summer,1
43,Dishwasher,1.52,37.6,Winter,1
247,Fridge,0.36,3.4,Summer,2
136,Air Conditioning,3.0,20.8,Spring,5
73,Lights,1.93,3.6,Spring,4
156,Air Conditioning,2.55,-9.1,Spring,3
232,Air Conditioning,4.07,23.5,Fall,3
391,Microwave,0.85,-1.9,Fall,3
214,Washing Machine,1.01,20.6,Summer,5
18,Heater,3.98,-7.6,Spring,2
49,TV,0.61,39.7,Summer,2
439,Microwave,0.66,-2.3,Summer,5
231,Oven,1.03,-7.2,Spring,4
288,Microwave,0.44,2.6,Spring,3
436,Heater,2.93,-7.4,Spring,2
38,Computer,1.71,7.6,Winter,2
436,Heater,3.22,16.1,Fall,2
167,Dishwasher,1.51,4.1,Fall,4
213,Oven,1.45,23.3,Winter,2
59,Washing Machine,0.77,32.6,Fall,4
64,Heater,3.04,16.3,Fall,4
202,Air Conditioning,3.41,-7.5,Summer,4
368,Computer,0.58,20.2,Spring,1
143,Fridge,0.29,24.5,Fall,5
326,Washing Machine,1.67,25.4,Fall,1
231,Fridge,0.17,22.6,Summer,1
437,Microwave,0.87,20.5,Spring,1
108,Washing Machine,1.85,27.6,Winter,2
139,Computer,1.22,9.5,Summer,4
168,TV,1.85,-7.5,Fall,3
415,Dishwasher,0.57,10.6,Winter,2
116,Heater,4.87,8.8,Fall,2
473,Lights,1.92,11.4,Fall,3
137,Oven,1.3,31.0,Spring,4
87,TV,1.18,34.4,Winter,5
391,Fridge,0.41,30.7,Fall,3
68,Dishwasher,1.66,21.7,Summer,2
430,Oven,1.54,9.9,Fall,2
74,Oven,1.64,35.9,Spring,1
61,Heater,2.38,31.1,Spring,1
106,Heater,4.3,36.5,Summer,5
311,Microwave,1.73,25.6,Spring,3
111,TV,1.76,36.8,Winter,1
25,Air Conditioning,4.02,-2.3,Summer,4
55,TV,1.8,37.6,Spring,5
483,Microwave,1.84,16.8,Summer,4
380,Oven,1.73,-6.9,Summer,3
68,Microwave,0.71,30.2,Spring,1
307,Computer,1.09,29.6,Winter,3
466,Computer,0.52,28.1,Fall,4
344,Washing Machine,0.58,31.2,Summer,2
66,Heater,2.65,-7.6,Winter,3
419,Air Conditioning,2.58,37.1,Spring,3
1,TV,0.26,-9.8,Spring,4
245,Air Conditioning,2.08,33.1,Summer,4
26,Fridge,0.29,9.3,Summer,3
483,Heater,4.82,35.1,Winter,3
114,Air Conditioning,4.69,1.0,Summer,2
84,Oven,1.12,-4.1,Spring,3
157,Dishwasher,1.1,-5.3,Summer,3
303,Computer,1.74,19.9,Summer,4
89,Microwave,1.69,39.8,Summer,4
314,Heater,4.47,29.6,Spring,4
312,Computer,1.27,34.0,Fall,1
445,Dishwasher,0.68,32.1,Fall,5
181,Computer,1.79,-2.1,Winter,4
414,Washing Machine,1.67,32.7,Spring,5
396,Oven,0.95,27.3,Fall,2
239,Heater,4.89,-7.1,Fall,2
58,Microwave,1.15,-0.5,Summer,1
443,TV,1.04,-0.1,Spring,4
288,Heater,3.17,22.8,Winter,2
455,Microwave,1.65,-8.5,Summer,3
151,Microwave,1.86,19.2,Fall,3
417,Dishwasher,1.04,34.7,Spring,3
109,Washing Machine,0.28,17.7,Summer,3
210,Lights,1.85,6.8,Fall,2
253,Lights,0.38,19.3,Spring,1
421,Oven,1.88,25.2,Fall,5
290,Oven,0.89,35.4,Fall,3
57,Microwave,1.89,14.6,Winter,1
467,Air Conditioning,4.46,20.5,Fall,4
6,Oven,0.78,-2.0,Summer,5
417,Air Conditioning,2.96,19.2,Summer,1
116,Computer,1.45,30.7,Fall,2
1,Fridge,0.33,12.1,Fall,5
401,TV,0.71,10.6,Spring,3
1,Air Conditioning,3.13,1.0,Winter,2
94,Microwave,0.67,15.6,Fall,1
271,Fridge,0.49,5.3,Fall,5
227,Washing Machine,1.66,-7.2,Spring,4
487,Lights,0.94,19.1,Spring,1
153,Air Conditioning,3.22,4.1,Winter,4
383,Air Conditioning,3.78,15.0,Summer,1
176,Dishwasher,0.39,35.6,Spring,5
441,Oven,1.43,25.3,Summer,4
80,Microwave,1.94,13.6,Spring,3
319,TV,1.38,27.4,Spring,3
493,TV,1.99,35.6,Summer,3
66,Dishwasher,0.34,24.9,Fall,2
423,TV,1.78,30.4,Summer,4
115,Computer,1.43,22.6,Fall,4
87,Oven,0.69,39.7,Summer,4
9,Heater,2.23,8.9,Winter,1
469,Dishwasher,0.4,21.3,Fall,1
86,Dishwasher,0.76,37.4,Spring,2
351,Microwave,1.87,8.6,Spring,2
423,Air Conditioning,4.83,32.1,Summer,1
346,Heater,3.09,20.9,Summer,2
485,Dishwasher,1.29,15.6,Spring,2
73,Lights,1.56,25.2,Summer,4
196,Heater,3.93,27.7,Fall,2
251,Dishwasher,1.66,-6.5,Spring,2
308,Oven,0.72,8.3,Summer,1
101,Oven,1.03,-6.6,Summer,5
26,Heater,2.44,9.7,Winter,2
455,Microwave,1.25,20.6,Spring,1
88,Oven,0.33,37.5,Fall,1
104,Lights,1.55,-3.3,Winter,2
310,Dishwasher,1.53,36.1,Winter,1
421,Heater,4.21,30.9,Spring,3
123,Oven,0.95,15.1,Fall,2
147,TV,1.86,19.9,Fall,3
68,Lights,0.22,9.2,Spring,4
92,Fridge,0.34,8.0,Fall,3
416,Fridge,0.37,4.2,Summer,2
72,Lights,1.76,-9.1,Fall,4
349,Dishwasher,1.21,8.0,Spring,5
303,Lights,0.95,4.5,Spring,2
89,Computer,1.61,29.9,Spring,5
479,Heater,3.87,35.3,Fall,5
367,Microwave,1.93,-8.0,Spring,5
189,Lights,1.07,24.6,Summer,5
491,TV,1.46,39.7,Spring,5
478,Microwave,1.84,-8.7,Winter,3
405,Heater,4.1,2.8,Winter,4
339,Fridge,0.18,-6.3,Spring,4
175,Computer,0.34,11.7,Fall,3
237,Oven,1.46,28.1,Summer,1
442,Dishwasher,1.42,36.0,Summer,5
151,TV,1.81,35.9,Spring,2
23,Lights,1.24,4.5,Fall,2
492,Computer,1.1,38.4,Summer,3
363,Heater,3.56,10.8,Winter,1
420,Microwave,0.42,35.4,Spring,2
1,TV,0.21,35.7,Spring,2
70,Dishwasher,0.41,32.5,Spring,4
316,Fridge,0.43,24.6,Summer,2
169,Fridge,0.26,31.8,Fall,5
489,Dishwasher,1.75,-1.7,Summer,5
66,TV,1.22,-6.6,Fall,5
67,Fridge,0.1,4.5,Fall,2
445,Oven,0.75,33.0,Summer,3
352,Washing Machine,1.23,5.1,Spring,2
146,Fridge,0.43,14.1,Winter,5
7,Microwave,0.37,7.2,Winter,5
91,Microwave,1.39,26.7,Fall,2
371,Washing Machine,1.61,18.4,Winter,1
436,Lights,1.26,39.1,Summer,2
45,Heater,2.03,1.9,Winter,2
448,Dishwasher,1.86,24.4,Winter,5
181,Microwave,1.66,35.3,Summer,1
439,Fridge,0.2,21.3,Winter,5
32,Oven,0.76,3.6,Fall,5
96,Heater,4.5,1.0,Winter,2
284,TV,0.77,17.1,Winter,3
179,Fridge,0.27,26.0,Spring,2
80,Fridge,0.4,10.9,Summer,1
20,Dishwasher,1.49,26.5,Winter,4
155,Dishwasher,0.32,-3.9,Summer,1
185,Oven,1.37,18.6,Spring,4
259,Air Conditioning,3.59,12.0,Summer,1
204,Washing Machine,0.7,17.8,Fall,2
25,TV,1.01,29.2,Fall,5
312,Heater,3.74,9.5,Spring,5
116,Washing Machine,0.78,-5.0,Winter,4
268,Dishwasher,0.77,24.0,Fall,2
353,Heater,2.54,31.3,Summer,5
477,Lights,0.27,30.3,Winter,4
465,Computer,1.04,-0.7,Fall,5
338,Oven,1.83,19.7,Summer,4
320,Heater,3.44,34.2,Fall,4
220,TV,1.87,35.0,Summer,3
153,TV,0.31,36.2,Summer,1
109,Washing Machine,1.73,16.4,Summer,5
81,TV,0.44,12.4,Fall,3
62,Lights,1.08,22.2,Fall,5
286,Washing Machine,0.84,35.3,Spring,2
461,Lights,1.55,6.6,Summer,2
5,Microwave,1.22,5.9,Fall,2
99,Computer,0.62,20.2,Fall,1
243,Microwave,1.69,24.4,Winter,4
202,TV,0.31,-6.5,Winter,1
225,Washing Machine,0.69,10.6,Summer,5
366,Oven,0.79,5.8,Fall,5
167,Heater,3.14,23.2,Spring,5
192,Fridge,0.17,33.2,Summer,4
119,Lights,0.24,32.7,Winter,5
264,Air Conditioning,4.05,20.9,Spring,5
183,Fridge,0.12,-4.4,Fall,4
473,Heater,2.88,3.0,Fall,4
354,Computer,1.35,32.3,Spring,2
66,Lights,1.57,8.8,Summer,3
32,Oven,1.94,28.2,Summer,3
254,Dishwasher,0.46,39.8,Fall,5
397,Washing Machine,0.24,0.7,Summer,1
472,Microwave,1.52,-4.3,Fall,3
207,TV,1.18,32.0,Fall,4
20,Microwave,0.92,-7.1,Spring,3
308,Air Conditioning,4.9,19.1,Winter,2
445,Oven,0.93,9.9,Spring,1
460,TV,1.06,-3.7,Winter,3
216,Washing Machine,1.86,11.4,Summer,3
281,Air Conditioning,4.71,8.7,Winter,4
372,Heater,4.55,32.9,Fall,1
236,TV,1.49,3.0,Fall,5
288,Computer,0.8,-1.5,Fall,1
277,Lights,0.8,-1.1,Fall,4
225,Lights,1.18,25.6,Winter,5
384,Microwave,1.15,-6.1,Spring,1
285,Lights,0.56,27.4,Winter,1
399,Fridge,0.18,27.6,Summer,5
327,Washing Machine,1.51,2.7,Spring,1
152,Dishwasher,1.77,9.6,Winter,3
374,Lights,1.65,9.4,Summer,5
295,TV,0.87,1.8,Spring,2
286,Washing Machine,0.3,36.1,Spring,5
240,Fridge,0.3,20.0,Spring,4
197,Microwave,0.62,11.2,Summer,2
425,Heater,3.17,32.0,Fall,3
289,Dishwasher,1.25,15.6,Spring,5
292,Fridge,0.49,8.3,Winter,2
452,Air Conditioning,4.18,30.9,Spring,2
327,Lights,0.76,21.1,Spring,5
132,Dishwasher,0.27,-5.7,Spring,1
409,Washing Machine,1.51,33.7,Winter,3
210,Dishwasher,0.88,-8.8,Spring,1
425,Fridge,0.13,16.8,Spring,3
35,Washing Machine,0.29,21.6,Spring,4
231,Computer,0.22,3.1,Spring,3
377,Washing Machine,0.56,29.7,Spring,4
455,Fridge,0.17,31.6,Spring,1
268,Microwave,0.47,3.2,Fall,2
25,Microwave,1.08,24.8,Summer,5
114,Heater,4.61,34.1,Spring,1
205,Lights,0.29,6.6,Summer,3
211,Washing Machine,1.18,-7.2,Summer,4
48,Oven,0.72,-2.7,Fall,2
331,Microwave,0.4,34.2,Fall,3
487,Dishwasher,1.9,-5.7,Spring,4
242,Lights,1.03,18.7,Fall,1
35,Lights,0.55,25.4,Spring,5
322,TV,1.29,32.6,Winter,4
408,Dishwasher,1.17,-3.4,Fall,1
269,Fridge,0.17,19.2,Summer,3
459,Computer,1.03,6.9,Summer,4
110,Computer,0.81,14.0,Winter,5
210,Oven,0.72,39.9,Winter,5
12,Computer,1.16,6.8,Winter,4
99,Lights,1.58,5.7,Fall,4
452,Lights,1.22,-8.2,Summer,4
149,Microwave,0.54,15.7,Winter,1
98,Lights,1.8,11.7,Winter,5
159,Air Conditioning,2.4,2.7,Summer,4
36,Dishwasher,1.23,-3.1,Summer,1
25,Washing Machine,0.81,16.9,Summer,5
335,Lights,0.7,2.3,Fall,4
490,TV,0.79,2.1,Spring,2
173,Air Conditioning,4.81,-3.0,Winter,5
458,Heater,4.11,25.7,Winter,2
228,Air Conditioning,2.45,1.3,Summer,2
355,Washing Machine,0.78,7.6,Summer,2
316,Computer,0.89,28.3,Summer,4
62,Microwave,0.55,-5.4,Spring,1
29,Heater,2.9,16.9,Summer,1
172,TV,1.25,-2.8,Spring,5
85,Computer,1.98,4.7,Winter,1
362,TV,1.15,32.2,Summer,5
215,Dishwasher,1.58,1.4,Summer,4
351,Heater,4.57,22.1,Fall,5
259,Dishwasher,0.37,33.5,Fall,3
401,Heater,4.18,28.5,Summer,1
358,Microwave,0.4,-5.0,Winter,3
392,Fridge,0.35,8.2,Winter,2
355,Computer,0.66,1.8,Summer,2
78,Microwave,1.97,18.4,Spring,1
284,Washing Machine,1.99,1.7,Fall,1
295,TV,1.36,23.4,Fall,4
117,Washing Machine,0.5,39.5,Summer,1
279,Computer,1.6,28.2,Fall,1
196,Heater,2.52,18.2,Fall,3
